name,pbt1,t1,pbt2,t2,pbt3,t3,points,ind,pbt,wonprevious,triple,TSID
Gary Anderson,501,20,481,T5,466,T20,20,t1pt,501,0,0,1
Gary Anderson,501,20,481,T5,466,T20,15,t2pt,481,0,0,1
Gary Anderson,501,20,481,T5,466,T20,60,t3pt,466,0,1,1
Gary Anderson,406,5,401,T20,341,T19,5,t1pt,406,0,0,1
Gary Anderson,406,5,401,T20,341,T19,60,t2pt,401,0,1,1
Gary Anderson,406,5,401,T20,341,T19,57,t3pt,341,0,1,1
Gary Anderson,284,20,264,T20,204,T20,20,t1pt,284,0,0,1
Gary Anderson,284,20,264,T20,204,T20,60,t2pt,264,0,1,1
Gary Anderson,284,20,264,T20,204,T20,60,t3pt,204,0,1,1
Gary Anderson,501,T20,441,T20,381,T19,60,t1pt,501,1,1,2
Gary Anderson,501,T20,441,T20,381,T19,60,t2pt,441,1,1,2
Gary Anderson,501,T20,441,T20,381,T19,57,t3pt,381,1,1,2
Gary Anderson,324,T20,264,T20,204,20,60,t1pt,324,1,1,2
Gary Anderson,324,T20,264,T20,204,20,60,t2pt,264,1,1,2
Gary Anderson,324,T20,264,T20,204,20,20,t3pt,204,1,0,2
Gary Anderson,184,20,164,T20,104,20,20,t1pt,184,1,0,2
Gary Anderson,501,20,481,20,461,20,20,t1pt,501,1,0,3
Gary Anderson,501,20,481,20,461,20,20,t2pt,481,1,0,3
Gary Anderson,501,20,481,20,461,20,20,t3pt,461,1,0,3
Gary Anderson,441,T20,381,T20,321,T20,60,t1pt,441,1,1,3
Gary Anderson,441,T20,381,T20,321,T20,60,t2pt,381,1,1,3
Gary Anderson,441,T20,381,T20,321,T20,60,t3pt,321,1,1,3
Gary Anderson,261,T20,201,20,181,T20,60,t1pt,261,1,1,3
Gary Anderson,261,T20,201,20,181,T20,20,t2pt,201,1,0,3
Gary Anderson,261,T20,201,20,181,T20,60,t3pt,181,1,1,3
Gary Anderson,501,20,481,T20,421,19,20,t1pt,501,1,0,4
Gary Anderson,501,20,481,T20,421,19,60,t2pt,481,1,1,4
Gary Anderson,501,20,481,T20,421,19,19,t3pt,421,1,0,4
Gary Anderson,402,20,382,20,362,19,20,t1pt,402,1,0,4
Gary Anderson,402,20,382,20,362,19,20,t2pt,382,1,0,4
Gary Anderson,402,20,382,20,362,19,19,t3pt,362,1,0,4
Gary Anderson,343,T19,286,19,267,T19,57,t1pt,343,1,1,4
Gary Anderson,343,T19,286,19,267,T19,19,t2pt,286,1,0,4
Gary Anderson,343,T19,286,19,267,T19,57,t3pt,267,1,1,4
Gary Anderson,210,20,190,T20,130,20,20,t1pt,210,1,0,4
Gary Anderson,210,20,190,T20,130,20,60,t2pt,190,1,1,4
Gary Anderson,501,20,481,20,461,20,20,t1pt,501,0,0,5
Gary Anderson,501,20,481,20,461,20,20,t2pt,481,0,0,5
Gary Anderson,501,20,481,20,461,20,20,t3pt,461,0,0,5
Gary Anderson,441,T20,381,T20,321,20,60,t1pt,441,0,1,5
Gary Anderson,441,T20,381,T20,321,20,60,t2pt,381,0,1,5
Gary Anderson,441,T20,381,T20,321,20,20,t3pt,321,0,0,5
Gary Anderson,301,T20,241,20,221,T20,60,t1pt,301,0,1,5
Gary Anderson,301,T20,241,20,221,T20,20,t2pt,241,0,0,5
Gary Anderson,301,T20,241,20,221,T20,60,t3pt,221,0,1,5
Gary Anderson,501,T20,441,T19,384,T19,60,t1pt,501,1,1,6
Gary Anderson,501,T20,441,T19,384,T19,57,t2pt,441,1,1,6
Gary Anderson,501,T20,441,T19,384,T19,57,t3pt,384,1,1,6
Gary Anderson,327,20,307,20,287,20,20,t1pt,327,1,0,6
Gary Anderson,327,20,307,20,287,20,20,t2pt,307,1,0,6
Gary Anderson,327,20,307,20,287,20,20,t3pt,287,1,0,6
Gary Anderson,267,5,262,T20,202,20,5,t1pt,267,1,0,6
Gary Anderson,267,5,262,T20,202,20,60,t2pt,262,1,1,6
Gary Anderson,267,5,262,T20,202,20,20,t3pt,202,1,0,6
Gary Anderson,182,5,177,20,157,T19,5,t1pt,182,1,0,6
Gary Anderson,501,T20,441,T20,381,20,60,t1pt,501,0,1,7
Gary Anderson,501,T20,441,T20,381,20,60,t2pt,441,0,1,7
Gary Anderson,501,T20,441,T20,381,20,20,t3pt,381,0,0,7
Gary Anderson,361,T20,301,20,281,T1,60,t1pt,361,0,1,7
Gary Anderson,361,T20,301,20,281,T1,20,t2pt,301,0,0,7
Gary Anderson,361,T20,301,20,281,T1,3,t3pt,281,0,0,7
Gary Anderson,278,T20,218,20,198,T18,60,t1pt,278,0,1,7
Gary Anderson,278,T20,218,20,198,T18,20,t2pt,218,0,0,7
Gary Anderson,278,T20,218,20,198,T18,54,t3pt,198,0,1,7
Gary Anderson,501,T20,441,20,421,20,60,t1pt,501,0,1,8
Gary Anderson,501,T20,441,20,421,20,20,t2pt,441,0,0,8
Gary Anderson,501,T20,441,20,421,20,20,t3pt,421,0,0,8
Gary Anderson,401,20,381,T20,321,19,20,t1pt,401,0,0,8
Gary Anderson,401,20,381,T20,321,19,60,t2pt,381,0,1,8
Gary Anderson,401,20,381,T20,321,19,19,t3pt,321,0,0,8
Gary Anderson,302,18,284,T18,230,20,18,t1pt,302,0,0,8
Gary Anderson,302,18,284,T18,230,20,54,t2pt,284,0,1,8
Gary Anderson,302,18,284,T18,230,20,20,t3pt,230,0,0,8
Gary Anderson,210,20,190,20,170,T19,20,t1pt,210,0,0,8
Gary Anderson,210,20,190,20,170,T19,20,t2pt,190,0,0,8
Gary Anderson,501,T20,441,20,421,T19,60,t1pt,501,0,1,9
Gary Anderson,501,T20,441,20,421,T19,20,t2pt,441,0,0,9
Gary Anderson,501,T20,441,20,421,T19,57,t3pt,421,0,1,9
Gary Anderson,364,20,344,T19,287,18,20,t1pt,364,0,0,9
Gary Anderson,364,20,344,T19,287,18,57,t2pt,344,0,1,9
Gary Anderson,364,20,344,T19,287,18,18,t3pt,287,0,0,9
Gary Anderson,269,20,249,19,230,T1,20,t1pt,269,0,0,9
Gary Anderson,269,20,249,19,230,T1,19,t2pt,249,0,0,9
Gary Anderson,269,20,249,19,230,T1,3,t3pt,230,0,0,9
Gary Anderson,227,T20,167,T20,107,19,60,t1pt,227,0,1,9
Gary Anderson,501,T20,441,T19,384,3,60,t1pt,501,1,1,10
Gary Anderson,501,T20,441,T19,384,3,57,t2pt,441,1,1,10
Gary Anderson,501,T20,441,T19,384,3,3,t3pt,384,1,0,10
Gary Anderson,381,T20,321,1,320,19,60,t1pt,381,1,1,10
Gary Anderson,381,T20,321,1,320,19,1,t2pt,321,1,0,10
Gary Anderson,381,T20,321,1,320,19,19,t3pt,320,1,0,10
Gary Anderson,301,T20,241,20,221,T20,60,t1pt,301,1,1,10
Gary Anderson,301,T20,241,20,221,T20,20,t2pt,241,1,0,10
Gary Anderson,301,T20,241,20,221,T20,60,t3pt,221,1,1,10
Gary Anderson,501,T20,441,20,421,T19,60,t1pt,501,1,1,11
Gary Anderson,501,T20,441,20,421,T19,20,t2pt,441,1,0,11
Gary Anderson,501,T20,441,20,421,T19,57,t3pt,421,1,1,11
Gary Anderson,364,T20,304,20,284,T20,60,t1pt,364,1,1,11
Gary Anderson,364,T20,304,20,284,T20,20,t2pt,304,1,0,11
Gary Anderson,364,T20,304,20,284,T20,60,t3pt,284,1,1,11
Gary Anderson,224,T20,164,T20,104,20,60,t1pt,224,1,1,11
Gary Anderson,501,T5,486,20,466,T20,15,t1pt,501,0,0,12
Gary Anderson,501,T5,486,20,466,T20,20,t2pt,486,0,0,12
Gary Anderson,501,T5,486,20,466,T20,60,t3pt,466,0,1,12
Gary Anderson,406,5,401,T20,341,T19,5,t1pt,406,0,0,12
Gary Anderson,406,5,401,T20,341,T19,60,t2pt,401,0,1,12
Gary Anderson,406,5,401,T20,341,T19,57,t3pt,341,0,1,12
Gary Anderson,284,20,264,T20,204,20,20,t1pt,284,0,0,12
Gary Anderson,284,20,264,T20,204,20,60,t2pt,264,0,1,12
Gary Anderson,284,20,264,T20,204,20,20,t3pt,204,0,0,12
Gary Anderson,184,20,164,20,144,T20,20,t1pt,184,0,0,12
Gary Anderson,501,20,481,20,461,20,20,t1pt,501,1,0,13
Gary Anderson,501,20,481,20,461,20,20,t2pt,481,1,0,13
Gary Anderson,501,20,481,20,461,20,20,t3pt,461,1,0,13
Gary Anderson,441,20,421,T20,361,1,20,t1pt,441,1,0,13
Gary Anderson,441,20,421,T20,361,1,60,t2pt,421,1,1,13
Gary Anderson,441,20,421,T20,361,1,1,t3pt,361,1,0,13
Gary Anderson,360,20,340,T19,283,18,20,t1pt,360,1,0,13
Gary Anderson,360,20,340,T19,283,18,57,t2pt,340,1,1,13
Gary Anderson,360,20,340,T19,283,18,18,t3pt,283,1,0,13
Gary Anderson,265,T19,208,T19,151,T19,57,t1pt,265,1,1,13
Gary Anderson,265,T19,208,T19,151,T19,57,t2pt,208,1,1,13
Gary Anderson,501,20,481,5,476,20,20,t1pt,501,1,0,14
Gary Anderson,501,20,481,5,476,20,5,t2pt,481,1,0,14
Gary Anderson,501,20,481,5,476,20,20,t3pt,476,1,0,14
Gary Anderson,456,5,451,20,431,T20,5,t1pt,456,1,0,14
Gary Anderson,456,5,451,20,431,T20,20,t2pt,451,1,0,14
Gary Anderson,456,5,451,20,431,T20,60,t3pt,431,1,1,14
Gary Anderson,371,T5,356,20,336,19,15,t1pt,371,1,0,14
Gary Anderson,371,T5,356,20,336,19,20,t2pt,356,1,0,14
Gary Anderson,371,T5,356,20,336,19,19,t3pt,336,1,0,14
Gary Anderson,317,T20,257,T20,197,19,60,t1pt,317,1,1,14
Gary Anderson,317,T20,257,T20,197,19,60,t2pt,257,1,1,14
Gary Anderson,317,T20,257,T20,197,19,19,t3pt,197,1,0,14
Gary Anderson,501,20,481,20,461,T1,20,t1pt,501,0,0,15
Gary Anderson,501,20,481,20,461,T1,20,t2pt,481,0,0,15
Gary Anderson,501,20,481,20,461,T1,3,t3pt,461,0,0,15
Gary Anderson,458,T20,398,T20,338,T20,60,t1pt,458,0,1,15
Gary Anderson,458,T20,398,T20,338,T20,60,t2pt,398,0,1,15
Gary Anderson,458,T20,398,T20,338,T20,60,t3pt,338,0,1,15
Gary Anderson,278,T20,218,20,198,20,60,t1pt,278,0,1,15
Gary Anderson,278,T20,218,20,198,20,20,t2pt,218,0,0,15
Gary Anderson,278,T20,218,20,198,20,20,t3pt,198,0,0,15
Gary Anderson,501,T20,441,20,421,T19,60,t1pt,501,1,1,16
Gary Anderson,501,T20,441,20,421,T19,20,t2pt,441,1,0,16
Gary Anderson,501,T20,441,20,421,T19,57,t3pt,421,1,1,16
Gary Anderson,364,20,344,T19,287,T19,20,t1pt,364,1,0,16
Gary Anderson,364,20,344,T19,287,T19,57,t2pt,344,1,1,16
Gary Anderson,364,20,344,T19,287,T19,57,t3pt,287,1,1,16
Gary Anderson,230,T20,170,20,150,T20,60,t1pt,230,1,1,16
Gary Anderson,501,T20,441,T20,381,T20,60,t1pt,501,1,1,17
Gary Anderson,501,T20,441,T20,381,T20,60,t2pt,441,1,1,17
Gary Anderson,501,T20,441,T20,381,T20,60,t3pt,381,1,1,17
Gary Anderson,321,T20,261,20,241,T20,60,t1pt,321,1,1,17
Gary Anderson,321,T20,261,20,241,T20,20,t2pt,261,1,0,17
Gary Anderson,321,T20,261,20,241,T20,60,t3pt,241,1,1,17
Gary Anderson,181,5,176,20,156,T18,5,t1pt,181,1,0,17
Gary Anderson,501,T20,441,T20,381,T1,60,t1pt,501,1,1,18
Gary Anderson,501,T20,441,T20,381,T1,60,t2pt,441,1,1,18
Gary Anderson,501,T20,441,T20,381,T1,3,t3pt,381,1,0,18
Gary Anderson,378,20,358,20,338,19,20,t1pt,378,1,0,18
Gary Anderson,378,20,358,20,338,19,20,t2pt,358,1,0,18
Gary Anderson,378,20,358,20,338,19,19,t3pt,338,1,0,18
Gary Anderson,319,T5,304,20,284,20,15,t1pt,319,1,0,18
Gary Anderson,319,T5,304,20,284,20,20,t2pt,304,1,0,18
Gary Anderson,319,T5,304,20,284,20,20,t3pt,284,1,0,18
Gary Anderson,264,T20,204,T20,144,20,60,t1pt,264,1,1,18
Gary Anderson,264,T20,204,T20,144,20,60,t2pt,204,1,1,18
Gary Anderson,501,20,481,20,461,T19,20,t1pt,501,0,0,19
Gary Anderson,501,20,481,20,461,T19,20,t2pt,481,0,0,19
Gary Anderson,501,20,481,20,461,T19,57,t3pt,461,0,1,19
Gary Anderson,404,T20,344,T20,284,T20,60,t1pt,404,0,1,19
Gary Anderson,404,T20,344,T20,284,T20,60,t2pt,344,0,1,19
Gary Anderson,404,T20,344,T20,284,T20,60,t3pt,284,0,1,19
Gary Anderson,224,20,204,20,184,T20,20,t1pt,224,0,0,19
Gary Anderson,224,20,204,20,184,T20,20,t2pt,204,0,0,19
Gary Anderson,224,20,204,20,184,T20,60,t3pt,184,0,1,19
Gary Anderson,501,20,481,T20,421,T20,20,t1pt,501,0,0,20
Gary Anderson,501,20,481,T20,421,T20,60,t2pt,481,0,1,20
Gary Anderson,501,20,481,T20,421,T20,60,t3pt,421,0,1,20
Gary Anderson,361,20,341,T20,281,T20,20,t1pt,361,0,0,20
Gary Anderson,361,20,341,T20,281,T20,60,t2pt,341,0,1,20
Gary Anderson,361,20,341,T20,281,T20,60,t3pt,281,0,1,20
Gary Anderson,221,5,216,T20,156,19,5,t1pt,221,0,0,20
Gary Anderson,221,5,216,T20,156,19,60,t2pt,216,0,1,20
Gary Anderson,501,20,481,T19,424,T19,20,t1pt,501,1,0,21
Gary Anderson,501,20,481,T19,424,T19,57,t2pt,481,1,1,21
Gary Anderson,501,20,481,T19,424,T19,57,t3pt,424,1,1,21
Gary Anderson,367,T20,307,T20,247,T20,60,t1pt,367,1,1,21
Gary Anderson,367,T20,307,T20,247,T20,60,t2pt,307,1,1,21
Gary Anderson,367,T20,307,T20,247,T20,60,t3pt,247,1,1,21
Gary Anderson,187,T5,172,T20,112,20,15,t1pt,187,1,0,21
Gary Anderson,501,20,481,T20,421,T20,20,t1pt,501,0,0,22
Gary Anderson,501,20,481,T20,421,T20,60,t2pt,481,0,1,22
Gary Anderson,501,20,481,T20,421,T20,60,t3pt,421,0,1,22
Gary Anderson,361,T20,301,20,281,20,60,t1pt,361,0,1,22
Gary Anderson,361,T20,301,20,281,20,20,t2pt,301,0,0,22
Gary Anderson,361,T20,301,20,281,20,20,t3pt,281,0,0,22
Gary Anderson,261,20,241,T3,232,20,20,t1pt,261,0,0,22
Gary Anderson,261,20,241,T3,232,20,9,t2pt,241,0,0,22
Gary Anderson,261,20,241,T3,232,20,20,t3pt,232,0,0,22
Gary Anderson,212,20,192,20,172,20,20,t1pt,212,0,0,22
Gary Anderson,212,20,192,20,172,20,20,t2pt,192,0,0,22
Gary Anderson,501,20,481,20,461,19,20,t1pt,501,0,0,23
Gary Anderson,501,20,481,20,461,19,20,t2pt,481,0,0,23
Gary Anderson,501,20,481,20,461,19,19,t3pt,461,0,0,23
Gary Anderson,442,T20,382,T20,322,T20,60,t1pt,442,0,1,23
Gary Anderson,442,T20,382,T20,322,T20,60,t2pt,382,0,1,23
Gary Anderson,442,T20,382,T20,322,T20,60,t3pt,322,0,1,23
Gary Anderson,262,20,242,20,222,T18,20,t1pt,262,0,0,23
Gary Anderson,262,20,242,20,222,T18,20,t2pt,242,0,0,23
Gary Anderson,262,20,242,20,222,T18,54,t3pt,222,0,1,23
Gary Anderson,501,T20,441,5,436,T1,60,t1pt,501,1,1,24
Gary Anderson,501,T20,441,5,436,T1,5,t2pt,441,1,0,24
Gary Anderson,501,T20,441,5,436,T1,3,t3pt,436,1,0,24
Gary Anderson,433,T20,373,20,353,T20,60,t1pt,433,1,1,24
Gary Anderson,433,T20,373,20,353,T20,20,t2pt,373,1,0,24
Gary Anderson,433,T20,373,20,353,T20,60,t3pt,353,1,1,24
Gary Anderson,293,T20,233,T20,173,19,60,t1pt,293,1,1,24
Gary Anderson,293,T20,233,T20,173,19,60,t2pt,233,1,1,24
Gary Anderson,501,20,481,20,461,20,20,t1pt,501,0,0,25
Gary Anderson,501,20,481,20,461,20,20,t2pt,481,0,0,25
Gary Anderson,501,20,481,20,461,20,20,t3pt,461,0,0,25
Gary Anderson,441,T20,381,T20,321,19,60,t1pt,441,0,1,25
Gary Anderson,441,T20,381,T20,321,19,60,t2pt,381,0,1,25
Gary Anderson,441,T20,381,T20,321,19,19,t3pt,321,0,0,25
Gary Anderson,302,T18,248,18,230,T20,54,t1pt,302,0,1,25
Gary Anderson,302,T18,248,18,230,T20,18,t2pt,248,0,0,25
Gary Anderson,302,T18,248,18,230,T20,60,t3pt,230,0,1,25
Gary Anderson,501,T20,441,T20,381,20,60,t1pt,501,0,1,26
Gary Anderson,501,T20,441,T20,381,20,60,t2pt,441,0,1,26
Gary Anderson,501,T20,441,T20,381,20,20,t3pt,381,0,0,26
Gary Anderson,361,20,341,T20,281,19,20,t1pt,361,0,0,26
Gary Anderson,361,20,341,T20,281,19,60,t2pt,341,0,1,26
Gary Anderson,361,20,341,T20,281,19,19,t3pt,281,0,0,26
Gary Anderson,262,T20,202,T1,199,20,60,t1pt,262,0,1,26
Gary Anderson,262,T20,202,T1,199,20,3,t2pt,202,0,0,26
Gary Anderson,262,T20,202,T1,199,20,20,t3pt,199,0,0,26
Gary Anderson,501,1,500,19,481,T19,1,t1pt,501,1,0,27
Gary Anderson,501,1,500,19,481,T19,19,t2pt,500,1,0,27
Gary Anderson,501,1,500,19,481,T19,57,t3pt,481,1,1,27
Gary Anderson,424,T20,364,1,363,20,60,t1pt,424,1,1,27
Gary Anderson,424,T20,364,1,363,20,1,t2pt,364,1,0,27
Gary Anderson,424,T20,364,1,363,20,20,t3pt,363,1,0,27
Gary Anderson,343,19,324,20,304,1,19,t1pt,343,1,0,27
Gary Anderson,343,19,324,20,304,1,20,t2pt,324,1,0,27
Gary Anderson,343,19,324,20,304,1,1,t3pt,304,1,0,27
Gary Anderson,303,19,284,19,265,T20,19,t1pt,303,1,0,27
Gary Anderson,303,19,284,19,265,T20,19,t2pt,284,1,0,27
Gary Anderson,303,19,284,19,265,T20,60,t3pt,265,1,1,27
Gary Anderson,205,20,185,Bullseye,135,25,20,t1pt,205,1,0,27
Gary Anderson,205,20,185,Bullseye,135,25,50,t2pt,185,1,1,27
Gary Anderson,501,20,481,T19,424,18,20,t1pt,501,0,0,28
Gary Anderson,501,20,481,T19,424,18,57,t2pt,481,0,1,28
Gary Anderson,501,20,481,T19,424,18,18,t3pt,424,0,0,28
Gary Anderson,406,T20,346,T20,286,T20,60,t1pt,406,0,1,28
Gary Anderson,406,T20,346,T20,286,T20,60,t2pt,346,0,1,28
Gary Anderson,406,T20,346,T20,286,T20,60,t3pt,286,0,1,28
Gary Anderson,226,20,206,T20,146,T20,20,t1pt,226,0,0,28
Gary Anderson,226,20,206,T20,146,T20,60,t2pt,206,0,1,28
Gary Anderson,501,T20,441,20,421,20,60,t1pt,501,1,1,29
Gary Anderson,501,T20,441,20,421,20,20,t2pt,441,1,0,29
Gary Anderson,501,T20,441,20,421,20,20,t3pt,421,1,0,29
Gary Anderson,401,20,381,20,361,20,20,t1pt,401,1,0,29
Gary Anderson,401,20,381,20,361,20,20,t2pt,381,1,0,29
Gary Anderson,401,20,381,20,361,20,20,t3pt,361,1,0,29
Gary Anderson,341,20,321,T20,261,T20,20,t1pt,341,1,0,29
Gary Anderson,341,20,321,T20,261,T20,60,t2pt,321,1,1,29
Gary Anderson,341,20,321,T20,261,T20,60,t3pt,261,1,1,29
Gary Anderson,201,20,181,20,161,3,20,t1pt,201,1,0,29
Gary Anderson,201,20,181,20,161,3,20,t2pt,181,1,0,29
Gary Anderson,501,T20,441,20,421,20,60,t1pt,501,0,1,30
Gary Anderson,501,T20,441,20,421,20,20,t2pt,441,0,0,30
Gary Anderson,501,T20,441,20,421,20,20,t3pt,421,0,0,30
Gary Anderson,401,20,381,19,362,19,20,t1pt,401,0,0,30
Gary Anderson,401,20,381,19,362,19,19,t2pt,381,0,0,30
Gary Anderson,401,20,381,19,362,19,19,t3pt,362,0,0,30
Gary Anderson,343,19,324,T20,264,T20,19,t1pt,343,0,0,30
Gary Anderson,343,19,324,T20,264,T20,60,t2pt,324,0,1,30
Gary Anderson,343,19,324,T20,264,T20,60,t3pt,264,0,1,30
Gary Anderson,204,20,184,20,164,20,20,t1pt,204,0,0,30
Gary Anderson,204,20,184,20,164,20,20,t2pt,184,0,0,30
Gary Anderson,501,20,481,T19,424,19,20,t1pt,501,0,0,31
Gary Anderson,501,20,481,T19,424,19,57,t2pt,481,0,1,31
Gary Anderson,501,20,481,T19,424,19,19,t3pt,424,0,0,31
Gary Anderson,405,T20,345,T20,285,T20,60,t1pt,405,0,1,31
Gary Anderson,405,T20,345,T20,285,T20,60,t2pt,345,0,1,31
Gary Anderson,405,T20,345,T20,285,T20,60,t3pt,285,0,1,31
Gary Anderson,225,T1,222,20,202,T19,3,t1pt,225,0,0,31
Gary Anderson,225,T1,222,20,202,T19,20,t2pt,222,0,0,31
Gary Anderson,225,T1,222,20,202,T19,57,t3pt,202,0,1,31
Gary Anderson,501,T20,441,20,421,20,60,t1pt,501,1,1,32
Gary Anderson,501,T20,441,20,421,20,20,t2pt,441,1,0,32
Gary Anderson,501,T20,441,20,421,20,20,t3pt,421,1,0,32
Gary Anderson,401,T20,341,T20,281,20,60,t1pt,401,1,1,32
Gary Anderson,401,T20,341,T20,281,20,60,t2pt,341,1,1,32
Gary Anderson,401,T20,341,T20,281,20,20,t3pt,281,1,0,32
Gary Anderson,261,20,241,T20,181,20,20,t1pt,261,1,0,32
Gary Anderson,261,20,241,T20,181,20,60,t2pt,241,1,1,32
Gary Anderson,261,20,241,T20,181,20,20,t3pt,181,1,0,32
Gary Anderson,501,T20,441,T20,381,T20,60,t1pt,501,0,1,33
Gary Anderson,501,T20,441,T20,381,T20,60,t2pt,441,0,1,33
Gary Anderson,501,T20,441,T20,381,T20,60,t3pt,381,0,1,33
Gary Anderson,321,T20,261,T20,201,20,60,t1pt,321,0,1,33
Gary Anderson,321,T20,261,T20,201,20,60,t2pt,261,0,1,33
Gary Anderson,321,T20,261,T20,201,20,20,t3pt,201,0,0,33
Gary Anderson,181,20,161,T20,101,T20,20,t1pt,181,0,0,33
Gary Anderson,501,20,481,20,461,20,20,t1pt,501,1,0,34
Gary Anderson,501,20,481,20,461,20,20,t2pt,481,1,0,34
Gary Anderson,501,20,481,20,461,20,20,t3pt,461,1,0,34
Gary Anderson,441,20,421,20,401,20,20,t1pt,441,1,0,34
Gary Anderson,441,20,421,20,401,20,20,t2pt,421,1,0,34
Gary Anderson,441,20,421,20,401,20,20,t3pt,401,1,0,34
Gary Anderson,381,20,361,20,341,T20,20,t1pt,381,1,0,34
Gary Anderson,381,20,361,20,341,T20,20,t2pt,361,1,0,34
Gary Anderson,381,20,361,20,341,T20,60,t3pt,341,1,1,34
Gary Anderson,281,20,261,19,242,19,20,t1pt,281,1,0,34
Gary Anderson,281,20,261,19,242,19,19,t2pt,261,1,0,34
Gary Anderson,281,20,261,19,242,19,19,t3pt,242,1,0,34
Gary Anderson,501,5,496,T20,436,1,5,t1pt,501,0,0,35
Gary Anderson,501,5,496,T20,436,1,60,t2pt,496,0,1,35
Gary Anderson,501,5,496,T20,436,1,1,t3pt,436,0,0,35
Gary Anderson,435,20,415,20,395,5,20,t1pt,435,0,0,35
Gary Anderson,435,20,415,20,395,5,20,t2pt,415,0,0,35
Gary Anderson,435,20,415,20,395,5,5,t3pt,395,0,0,35
Gary Anderson,390,T20,330,20,310,20,60,t1pt,390,0,1,35
Gary Anderson,390,T20,330,20,310,20,20,t2pt,330,0,0,35
Gary Anderson,390,T20,330,20,310,20,20,t3pt,310,0,0,35
Gary Anderson,290,T20,230,T20,170,T20,60,t1pt,290,0,1,35
Gary Anderson,290,T20,230,T20,170,T20,60,t2pt,230,0,1,35
Gary Anderson,501,20,481,20,461,20,20,t1pt,501,0,0,36
Gary Anderson,501,20,481,20,461,20,20,t2pt,481,0,0,36
Gary Anderson,501,20,481,20,461,20,20,t3pt,461,0,0,36
Gary Anderson,441,T20,381,T20,321,20,60,t1pt,441,0,1,36
Gary Anderson,441,T20,381,T20,321,20,60,t2pt,381,0,1,36
Gary Anderson,441,T20,381,T20,321,20,20,t3pt,321,0,0,36
Gary Anderson,301,20,281,T19,224,T18,20,t1pt,301,0,0,36
Gary Anderson,301,20,281,T19,224,T18,57,t2pt,281,0,1,36
Gary Anderson,301,20,281,T19,224,T18,54,t3pt,224,0,1,36
Gary Anderson,501,20,481,20,461,20,20,t1pt,501,0,0,37
Gary Anderson,501,20,481,20,461,20,20,t2pt,481,0,0,37
Gary Anderson,501,20,481,20,461,20,20,t3pt,461,0,0,37
Gary Anderson,441,T20,381,T20,321,20,60,t1pt,441,0,1,37
Gary Anderson,441,T20,381,T20,321,20,60,t2pt,381,0,1,37
Gary Anderson,441,T20,381,T20,321,20,20,t3pt,321,0,0,37
Gary Anderson,301,20,281,20,261,19,20,t1pt,301,0,0,37
Gary Anderson,301,20,281,20,261,19,20,t2pt,281,0,0,37
Gary Anderson,301,20,281,20,261,19,19,t3pt,261,0,0,37
Gary Anderson,242,T20,182,T20,122,T20,60,t1pt,242,0,1,37
Gary Anderson,242,T20,182,T20,122,T20,60,t2pt,182,0,1,37
Gary Anderson,501,T20,441,T20,381,T20,60,t1pt,501,1,1,38
Gary Anderson,501,T20,441,T20,381,T20,60,t2pt,441,1,1,38
Gary Anderson,501,T20,441,T20,381,T20,60,t3pt,381,1,1,38
Gary Anderson,321,20,301,T7,280,7,20,t1pt,321,1,0,38
Gary Anderson,321,20,301,T7,280,7,21,t2pt,301,1,0,38
Gary Anderson,321,20,301,T7,280,7,7,t3pt,280,1,0,38
Gary Anderson,273,T19,216,T20,156,T5,57,t1pt,273,1,1,38
Gary Anderson,273,T19,216,T20,156,T5,60,t2pt,216,1,1,38
Gary Anderson,501,T1,498,19,479,19,3,t1pt,501,1,0,39
Gary Anderson,501,T1,498,19,479,19,19,t2pt,498,1,0,39
Gary Anderson,501,T1,498,19,479,19,19,t3pt,479,1,0,39
Gary Anderson,460,20,440,20,420,20,20,t1pt,460,1,0,39
Gary Anderson,460,20,440,20,420,20,20,t2pt,440,1,0,39
Gary Anderson,460,20,440,20,420,20,20,t3pt,420,1,0,39
Gary Anderson,400,T5,385,20,365,20,15,t1pt,400,1,0,39
Gary Anderson,400,T5,385,20,365,20,20,t2pt,385,1,0,39
Gary Anderson,400,T5,385,20,365,20,20,t3pt,365,1,0,39
Gary Anderson,345,T19,288,T19,231,T19,57,t1pt,345,1,1,39
Gary Anderson,345,T19,288,T19,231,T19,57,t2pt,288,1,1,39
Gary Anderson,345,T19,288,T19,231,T19,57,t3pt,231,1,1,39
Gary Anderson,501,20,481,T20,421,20,20,t1pt,501,0,0,40
Gary Anderson,501,20,481,T20,421,20,60,t2pt,481,0,1,40
Gary Anderson,501,20,481,T20,421,20,20,t3pt,421,0,0,40
Gary Anderson,401,19,382,20,362,T17,19,t1pt,401,0,0,40
Gary Anderson,401,19,382,20,362,T17,20,t2pt,382,0,0,40
Gary Anderson,401,19,382,20,362,T17,51,t3pt,362,0,1,40
Gary Anderson,311,20,291,20,271,19,20,t1pt,311,0,0,40
Gary Anderson,311,20,291,20,271,19,20,t2pt,291,0,0,40
Gary Anderson,311,20,291,20,271,19,19,t3pt,271,0,0,40
Gary Anderson,252,T20,192,T20,132,20,60,t1pt,252,0,1,40
Gary Anderson,252,T20,192,T20,132,20,60,t2pt,192,0,1,40
Gary Anderson,501,20,481,20,461,19,20,t1pt,501,1,0,41
